,germination,growth,maturity
0,87.97102345415777,90.21109808102345,87.42247334754798
1,84.5928253968254,87.40084126984127,85.60157142857142
2,89.40804809052334,95.14057991513438,90.7430127298444
3,88.2675064935065,91.5656883116883,85.87633766233765
4,88.54464985994397,91.99917366946778,88.12127450980392
5,89.87349450549449,90.61850549450548,88.46404395604395
6,87.69511904761904,93.60306122448979,88.8343537414966
7,85.30538359788359,90.50267195767196,83.95199735449735
8,86.52896703296705,91.94745054945054,87.28575824175826
9,85.14555059523809,92.14888392857144,87.88947916666666
10,88.51829021372328,89.54978627671541,87.41872890888638
11,84.74996894409938,90.47728260869562,86.81447204968943
12,88.54438311688313,92.41784632034633,88.24088744588744
13,88.71157142857145,92.12622222222224,88.26973015873016
14,90.70727891156463,90.18479591836734,89.76098639455783
15,86.80766619519095,94.39988684582742,90.28785007072135
16,85.70474341192788,87.97098474341193,87.36389736477115
17,88.35159067882472,89.88174265450861,87.47700101317122
18,83.02221778221778,91.59503496503497,87.54026973026973
19,89.43425170068026,95.1217006802721,94.54071428571426
20,88.0192619047619,95.88042857142857,94.42304761904762
21,85.97407738095237,94.99994047619047,90.46163690476192
22,84.28630952380952,93.46145833333333,89.49666666666666
23,85.66601190476189,94.70088293650792,90.5829365079365
24,86.53025641025643,94.84842490842492,95.09498168498169
25,87.45658536585364,96.36283972125437,92.43426829268292
26,87.69423469387756,95.52033163265305,92.29119897959185
27,87.78128851540616,94.52956115779646,92.4184593837535
28,89.73836734693877,96.6973469387755,94.18339285714286
29,89.10314285714287,96.5439619047619,94.18102857142856
30,89.74724999999998,96.17305357142857,94.37055357142854
31,87.91555938037865,95.757917383821,93.80280550774529
32,88.00254355400695,95.46923344947737,92.69008710801393
33,81.19211101000909,89.61274795268426,87.0109008189263
34,89.32167002012073,96.23380281690143,94.75911468812878
35,88.90397402597404,96.24724675324676,93.91693506493505
36,84.85874663072775,94.23318059299191,90.31889487870623
37,87.91136820925554,94.90042253521128,91.73448692152915
38,88.21147619047618,95.4457619047619,93.19199999999998
39,89.98654135338346,96.35467669172934,94.0514887218045
40,87.24168498168497,94.06450549450551,92.50655677655678
41,90.2500630252101,96.66913865546219,95.49191176470588
42,89.016749672346,96.54096985583224,94.73163826998689
43,86.92927710843372,94.10781411359724,92.89898450946644
44,89.95595982142859,95.77100446428572,95.10098214285715
45,86.01792658730159,94.62942460317461,90.26587301587303
46,88.96250000000002,93.3096978021978,93.91277472527472
47,86.37541446208115,95.0926278659612,93.86580246913579
48,85.47698660714285,93.71522321428571,91.67274553571427
49,89.35767857142856,95.21203125000002,94.70904017857143
50,83.20640476190476,91.25467857142857,86.0925714285714
51,88.94937142857142,93.42708571428571,93.68857142857145
52,82.75556277056278,90.44554112554111,86.37443722943723
53,84.56804395604395,94.25517582417582,87.51473626373625
54,87.9869387755102,94.42632653061226,93.70029761904763
55,90.72777443609023,95.97694736842105,96.06064661654136
56,89.52607142857141,96.48064285714288,94.98732142857143
57,89.90540584415584,96.29785714285715,94.11389610389611
58,88.88876010781671,96.29032345013478,96.84517520215631
59,85.22337260677467,95.91406480117821,89.84010309278352
60,89.92201680672271,94.34630252100841,95.1777030812325
61,85.9660530191458,95.01328424153166,92.39455081001472
62,87.29389853137515,94.65706275033378,94.50849132176235
63,85.50925824175823,93.93881868131871,91.34214285714286
64,85.62076830732292,94.2229411764706,88.8076950780312
65,84.48357910906299,93.14758832565285,89.71268049155144
66,86.0663909774436,94.94609022556392,92.00413533834586
67,88.45824175824175,94.51362637362638,93.80925824175824
68,86.19434892541085,96.25955752212388,93.10936788874841
69,85.98222030981067,94.0398364888124,91.59714285714287
70,87.21906162464988,95.30654061624651,91.09113445378148
71,90.12555008210181,96.00706075533661,93.41331691297209
72,88.01347402597403,95.7622186147186,94.79854978354979
73,87.59285714285716,95.42017391304346,95.13412422360247
74,88.65798771121352,96.5148233486943,93.42500768049153
75,86.39704600484262,94.51769975786927,89.26423728813559
76,87.65110389610389,95.40402597402597,91.50090909090909
77,90.50898496240603,94.29601503759399,95.18248120300751
78,85.43300324675323,94.38905844155845,90.16168831168831
79,86.70869047619048,95.75809523809525,92.74120535714287
80,85.90433281004708,93.16350863422291,90.98363422291993
81,88.43934523809524,95.5600892857143,92.12592261904761
82,83.27359497645215,91.9952119309262,86.03562009419151
83,87.57038548752833,95.23047619047618,94.98156462585033
84,88.22026098901098,95.80027472527472,94.64572802197803
85,88.60354103343465,96.78085106382977,93.81393617021278
86,88.5478450363196,95.790799031477,93.10087167070218
87,85.69524536532171,95.64061068702289,91.91256270447111
88,85.47444444444446,94.94242424242422,89.86911976911976
89,89.79122119815668,96.12841013824885,93.97764976958526
90,88.61751467710373,94.94227005870842,92.50199608610568
91,83.70962121212119,93.47594155844153,90.41251082251081
92,89.85536388140162,93.86078167115903,94.61309973045823
93,89.2349107142857,94.4878125,94.91254464285716
94,86.68809523809524,94.56490476190476,89.83790476190478
95,88.14346273291926,93.84759316770187,92.68029503105589
96,89.19334285714287,94.85042857142857,93.89825714285713
97,83.69144927536232,92.47318840579712,85.1002691511387
98,88.53110091743117,95.96668414154654,94.24981651376146
99,89.92691964285714,93.41977678571428,93.73299107142857
100,89.30585221674878,96.05308374384238,93.64055172413794
101,84.80534246575343,92.98743639921722,89.55454011741683
102,85.51866666666668,94.80822222222221,91.58949206349207
103,88.49697412823399,95.91392575928009,93.54616422947132
104,85.12746630727764,95.20964959568732,90.03754716981133
105,85.6058163265306,96.30690476190476,91.53568027210883
106,86.29567226890755,94.35827731092438,90.18994397759101
107,89.36327868852459,94.75039812646372,94.92259953161593
108,87.97755665024631,95.26848275862069,92.84380295566503
109,88.64297297297297,94.32664092664092,93.6207722007722
110,84.04672977624786,92.33944922547333,88.01481927710843
111,87.97734693877553,95.32420068027213,92.11561224489795
112,89.01403846153845,95.42822802197801,93.40682692307692
113,89.74432234432236,94.88730769230769,94.891336996337
114,85.66585585585587,94.80414414414416,90.3669884169884
115,86.62114955357144,94.88595982142859,93.60804687500003
116,91.31922077922076,95.79632653061223,96.34747680890538
117,85.47395470383276,94.91911149825783,90.16601045296167
118,85.76411960132891,93.51289036544851,90.12270764119602
119,86.6170663265306,95.78563775510204,91.89640306122449
120,86.33097527472528,95.72615384615385,93.01142857142857
121,87.87564039408866,96.74743842364532,94.35625615763547
122,87.98612244897959,94.4021521335807,92.71448979591837
123,87.40609523809525,95.6384761904762,92.9002380952381
124,87.74919913419913,95.84805194805195,92.74848484848485
125,87.47556851311953,96.6093002915452,93.8324198250729
126,88.81180672268908,94.14373949579833,91.89894957983194
127,87.75573498964805,93.61271221532093,92.19068322981364
128,87.67776280323453,94.9912668463612,92.84983827493264
129,89.0603007518797,96.54739348370926,93.92195488721806
130,88.15647321428571,95.03716517857141,92.10033482142858
131,91.65353571428571,98.51332142857144,96.38835714285715
132,87.7122244897959,95.32010204081632,93.48291836734694
133,87.23855102040817,95.59567346938775,94.57146938775512
134,89.01878419452889,97.57768996960485,93.84115501519759
135,87.59755760368664,96.82170506912442,93.47334101382488
136,85.93723356009072,94.7643537414966,91.20789115646258
137,87.68136820925552,94.99076458752513,93.3419315895372
138,89.00248214285715,94.36969642857144,93.13328571428572
139,88.37719387755101,96.55673469387756,93.8645918367347
140,87.19074285714285,94.79571428571428,91.94285714285716
141,88.40232142857144,95.06993303571427,93.30848214285716
142,89.25564402810303,97.4208430913349,93.96035128805617
143,88.35582010582011,94.75603174603177,93.37177248677249
144,88.15269016697587,92.22185528756958,93.36541743970314
145,87.73744897959182,95.06816326530611,93.22724489795918
146,88.607125,96.62614285714288,94.29146428571428
147,87.98394557823129,95.73392290249433,92.83414965986394
148,87.47614285714288,95.6104857142857,92.45397142857142
149,89.57018315018314,96.95805860805864,94.24573260073261
150,86.13577731092437,94.9328781512605,91.41107142857142
151,87.75560090702949,96.66897959183673,92.97625850340137
152,88.11763157894737,94.48992481203008,93.40966165413533
153,87.03088095238095,95.07559523809525,92.73104761904762
154,88.45232804232803,96.95037037037036,95.07400352733687
155,88.81073732718895,95.07740399385561,93.968955453149
156,87.05134693877554,96.08371428571428,92.39110204081632
157,91.23801452784504,98.40142857142857,95.47450363196126
158,89.66388888888889,97.79690476190477,94.9683068783069
159,87.2812244897959,96.33241982507288,93.9474635568513
160,88.1755829228243,94.79561576354679,93.85839080459768
161,87.39714285714287,94.48326278659613,91.98456790123457
162,87.20784415584414,94.49254545454545,93.63935064935063
163,90.41467532467533,94.74290584415584,94.35446428571429
164,92.8805714285714,93.94899999999998,95.82871428571428
165,89.16485347985349,97.48959706959708,95.19283882783884
166,87.17497959183673,94.86669387755103,92.42810204081633
167,85.68188208616779,94.41394557823128,90.80308390022675
168,89.51926470588235,94.47338235294117,92.86903361344538
169,89.35148688046648,96.60938775510205,94.77078717201168
170,87.3611475409836,93.94292740046838,92.14538641686181
171,88.16173302107728,96.8727868852459,93.786112412178
172,88.92200396825396,95.63035714285714,93.14031746031748
173,86.65464285714285,96.00526785714285,92.78816964285714
174,88.42945578231293,94.75081632653061,94.19333333333333
175,87.18903474903475,94.81909266409268,93.55974903474905
176,89.11733990147783,97.37620689655171,94.99699507389163
177,88.96642857142855,96.89669950738917,94.28756157635468
178,88.52045714285714,95.83207619047617,92.73314285714285
179,90.14809523809522,95.56311904761903,94.54264285714287
180,88.34911688311689,93.39748051948051,94.28238961038963
181,93.10344897959183,94.57291836734694,94.8443673469388
182,86.97999999999999,92.17297619047622,93.1685238095238
183,89.07593073593073,94.47422077922079,92.78294372294373
184,87.01517857142858,95.57533730158731,91.57960317460316
185,86.73099567099567,96.32707792207792,92.37709956709959
186,90.58026530612243,98.48138775510205,95.29077551020409
187,88.15017857142857,96.66886160714286,94.13138392857144
188,91.04832706766918,92.61189849624057,92.82597744360902
189,89.68172413793104,97.031921182266,95.23098522167487
190,88.37545634920636,96.83634920634921,94.2692857142857
191,88.62417050691245,93.24596774193552,93.69343317972348
192,89.89774285714287,94.45225714285716,93.89202857142855
193,88.24502857142859,95.96474285714287,95.73565714285714
194,89.20315126050423,96.4984243697479,94.4251680672269
195,91.30872586872587,98.52193050193051,94.8461776061776
196,88.98069444444444,94.3386904761905,92.41053571428571
197,88.81260317460315,95.9563492063492,94.53196825396827
198,88.35262857142858,96.69931428571428,93.21131428571431
199,85.70421052631576,88.65789473684212,91.89571428571428
200,89.2508163265306,96.10248299319727,94.00255102040818
201,89.48408163265304,96.44167346938775,94.4251632653061
202,88.07160173160172,95.00794372294372,92.86201298701302
203,87.76691326530612,95.01288265306123,92.95048469387754
204,87.54983050847459,91.01113801452783,93.5474818401937
205,88.74504105090311,97.28791461412152,94.6055829228243
206,88.36249433106573,96.81063492063491,93.53931972789117
207,86.781455026455,95.6645238095238,92.76634920634922
208,89.1137037037037,94.47828924162258,92.35809523809523
209,86.95877922077922,95.39412987012986,93.47223376623376
210,82.90537337662339,93.00810064935065,88.97930194805194
211,84.60964285714287,93.07996031746032,91.56835317460316
212,81.40198979591837,95.79030612244898,85.6677806122449
213,81.68447124304268,92.34131725417438,83.89267161410018
214,83.5811507936508,92.85507936507938,90.51527777777778
215,86.7716883116883,96.76594805194804,88.08771428571428
216,87.09800324675324,96.12956168831168,89.30128246753245
217,83.02118506493507,93.24001623376623,90.20204545454544
218,84.8025417439703,94.85862708719851,87.65102040816326
