,germination,growth,maturity
0,3.0034008528784644,1.2998081023454156,2.148134328358209
1,3.3216507936507935,1.3864920634920637,2.3200317460317463
2,1.9633380480905231,1.722927864214993,2.516760961810466
3,3.583506493506493,0.9253506493506495,3.633324675324675
4,2.7765826330532217,1.0808123249299721,3.4499439775910354
5,3.438241758241758,0.8512307692307692,2.9839340659340663
6,2.4150510204081637,1.3331972789115647,3.0062755102040817
7,2.8646560846560845,1.068915343915344,3.302195767195767
8,3.1144175824175813,1.1178021978021977,3.2823956043956044
9,2.5177232142857138,1.2791517857142858,2.912767857142857
10,3.800652418447695,0.9102362204724409,2.6222159730033745
11,2.9234161490683235,1.3518012422360246,2.51945652173913
12,2.5179437229437225,1.824512987012987,3.225119047619048
13,2.9469841269841273,1.1171111111111112,3.3253809523809528
14,3.962653061224489,0.7299999999999999,3.0798299319727893
15,2.0706789250353608,1.59052333804809,2.6464356435643572
16,3.835658807212205,0.8215811373092927,2.7907628294036066
17,3.3120263424518748,1.1057548125633232,2.5710840932117534
18,2.6917082917082915,2.937202797202797,3.214625374625374
19,1.8368027210884355,2.999387755102041,2.2680612244897964
20,1.898857142857143,2.9736190476190476,2.420166666666667
21,2.863511904761905,3.7441369047619046,3.2359523809523814
22,2.7449404761904765,2.8868452380952383,3.0880357142857147
23,2.7425297619047617,3.7094246031746034,3.2539484126984126
24,1.7691575091575094,2.9826007326007327,2.4876923076923076
25,2.6941463414634153,4.10404181184669,2.8056620209059235
26,2.714209183673469,2.980102040816327,3.039311224489796
27,2.893856209150327,2.8153688141923436,2.1467413632119516
28,2.5099107142857147,2.8067729591836734,2.3016071428571436
29,2.0796571428571426,3.804457142857143,2.438666666666667
30,1.9247499999999997,3.1592500000000006,2.461642857142857
31,1.6925645438898451,3.107469879518072,2.399707401032702
32,2.207229965156794,3.2905052264808363,2.3479268292682933
33,2.8858689717925388,3.3286806187443134,3.524331210191083
34,1.881951710261569,3.8903822937625754,2.6477464788732394
35,1.9901298701298702,3.51961038961039,2.423194805194805
36,2.779407008086254,3.921536388140162,3.689366576819407
37,2.847907444668008,2.7431187122736422,2.2933199195171023
38,2.4042619047619045,3.30702380952381,2.2796428571428575
39,2.404496240601503,3.490270676691729,2.1138045112781954
40,1.9052747252747253,3.279633699633699,2.406849816849817
41,2.136134453781513,3.1014915966386556,2.546638655462185
42,2.0457142857142854,2.84956749672346,2.3995543905635652
43,3.241893287435455,2.441411359724613,2.3612908777969017
44,1.806294642857143,3.2372321428571427,2.4891964285714288
45,3.504871031746032,3.0902777777777777,3.213938492063492
46,2.0442307692307695,3.103956043956044,2.6474175824175825
47,1.996825396825396,2.5348324514991183,2.4796649029982363
48,3.1788616071428573,2.4474107142857147,3.774598214285715
49,1.8934151785714295,3.1405133928571427,2.431473214285714
50,3.530654761904762,3.1735,3.754833333333333
51,2.0953714285714287,3.291428571428571,2.5079428571428575
52,3.984415584415584,3.700995670995671,3.7633549783549793
53,2.9870989010989013,4.266494505494505,2.7737032967032964
54,3.3499064625850346,2.2702465986394555,2.6270833333333328
55,1.7449624060150377,3.467488721804511,2.5006015037593987
56,1.8985178571428574,3.599785714285715,2.4535714285714287
57,1.7838961038961036,2.9805357142857147,2.4569642857142857
58,1.8443935309973045,2.741698113207547,2.374824797843666
59,2.905522827687776,3.864801178203239,3.2275405007363775
60,1.861456582633053,3.1541176470588232,2.5095518207282916
61,2.809175257731959,3.6150368188512516,3.9021060382916044
62,3.35452603471295,2.3265020026702268,3.3115086782376504
63,2.854038461538462,3.1383516483516485,3.986648351648352
64,3.525822328931573,3.6687274909963987,3.258175270108043
65,2.9434254992319504,2.892741935483871,3.735253456221198
66,2.7167293233082703,3.7128383458646614,3.0994360902255638
67,1.9318406593406596,4.122197802197801,2.6231868131868126
68,2.603577749683944,3.9855499367888747,3.2735524652338808
69,3.4261445783132527,2.405318416523236,2.902013769363167
70,2.7398739495798323,2.965042016806722,2.5420588235294113
71,2.6077832512315267,2.987766830870279,2.3144006568144495
72,2.0620887445887446,2.727748917748918,2.4239718614718617
73,1.7597888198757763,3.301950310559006,2.2941490683229815
74,1.7812442396313368,3.050814132104455,2.4719662058371736
75,3.249733656174335,2.7742130750605325,3.2438256658595646
76,2.928766233766234,2.8445779220779226,2.925438311688311
77,1.9770676691729319,2.8711654135338347,2.5704135338345866
78,3.714935064935065,3.073327922077922,3.573961038961038
79,3.032812499999999,3.7673958333333335,3.4717410714285717
80,3.173273155416013,2.563139717425432,2.482794348508634
81,2.6449999999999996,2.812619047619048,2.6163392857142855
82,3.52923076923077,4.180580847723705,3.0939560439560436
83,1.5830385487528345,3.7,2.4062585034013604
84,2.10717032967033,2.8525549450549454,2.3521428571428573
85,2.43629179331307,2.9402279635258357,2.7929939209726444
86,2.474043583535109,3.1360774818401937,2.248426150121065
87,2.620850599781898,3.918440567066521,3.04298800436205
88,3.328455988455988,2.9767388167388162,2.9040259740259744
89,1.6296774193548385,3.2510599078341014,2.5714976958525346
90,2.7239530332681023,2.9410567514677104,2.190097847358121
91,2.2209307359307364,2.8395670995670996,2.9272402597402594
92,2.046657681940701,3.2808625336927224,2.6098652291105124
93,1.7943303571428575,2.832901785714286,2.293794642857143
94,3.0295714285714284,2.9579047619047625,3.50247619047619
95,1.510574534161491,3.6590527950310565,2.4097515527950315
96,1.8631142857142857,3.6516285714285712,2.565942857142857
97,3.087598343685301,4.222215320910972,2.692008281573499
98,1.5619790301441678,3.5596985583224114,2.3912712975098294
99,1.891339285714286,3.1803124999999994,2.657991071428572
100,2.405270935960591,2.7482955665024633,2.451773399014779
101,3.0637377690802357,3.0372602739726027,3.340156555772994
102,2.222888888888889,2.869650793650794,2.782888888888889
103,2.4050618672665918,2.9917772778402703,2.389133858267717
104,2.9952830188679247,3.525876010781671,3.0342048517520217
105,2.707942176870748,3.7964285714285713,3.2352891156462587
106,3.258375350140056,2.7939775910364144,2.7586134453781512
107,1.7898126463700232,3.035878220140515,2.4157142857142855
108,2.886926108374384,2.6760886699507385,2.030266009852217
109,1.929111969111969,3.6609652509652513,2.4751351351351354
110,3.9135111876075728,3.4260757314974177,3.5837349397590366
111,1.5645238095238092,3.0410714285714286,2.450323129251701
112,1.9457829670329667,3.1692445054945058,2.516085164835165
113,2.122582417582418,3.193131868131869,2.4203663003663
114,2.641595881595882,4.357168597168597,2.6971171171171164
115,3.138359375,2.6359375,3.9501450892857144
116,1.8396289424860857,3.4217068645640074,2.518274582560297
117,2.7843554006968643,3.7017770034843207,3.100348432055749
118,3.2410963455149497,2.6269601328903653,2.9313953488372095
119,3.534642857142858,3.470127551020409,1.7233163265306124
120,3.356016483516483,3.4434065934065936,2.0098626373626374
121,3.1404679802955666,3.2781773399014775,1.796871921182266
122,3.1571243042671617,2.461669758812616,2.278014842300557
123,3.6453333333333333,3.8211904761904765,1.9939523809523807
124,3.3164285714285717,3.6782900432900436,1.9353246753246758
125,3.188338192419825,3.3744897959183673,2.1731778425655968
126,3.351302521008404,3.1259453781512603,1.9763235294117647
