,germination,growth,maturity
0,247.69246268656715,295.4959168443496,191.37978678038382
1,245.16903174603175,291.57593650793655,194.93566666666672
2,259.76939179632245,300.166053748232,195.6991089108911
3,252.1614545454546,300.1105194805195,197.9477922077922
4,260.69252100840333,303.9683333333333,197.3450140056022
5,248.62771428571432,297.367098901099,192.67850549450546
6,261.15013605442175,301.56168367346936,196.94743197278913
7,257.89633597883596,303.62439153439146,197.57412698412696
8,261.46914285714286,309.078989010989,197.48949450549452
9,260.58206845238084,303.8248511904763,198.4060863095238
10,243.05544431946007,290.4149043869516,192.53020247469067
11,248.40566770186336,295.64888198757757,198.3291459627329
12,262.00057359307357,301.70653679653674,196.9080303030303
13,261.68379365079363,306.472873015873,198.23568253968259
14,245.79051020408173,293.4461224489796,197.2891156462585
15,258.44057991513444,299.9357142857143,197.30855728429987
16,245.13540915395288,293.3471567267684,197.5279611650486
17,245.1996960486323,293.62139817629185,191.7848328267477
18,249.78333666333668,269.6208491508492,173.247012987013
19,252.01683673469384,293.41857142857145,191.98496598639457
20,251.50833333333335,274.8202619047619,186.47204761904757
21,233.35764880952385,255.10782738095233,150.80056547619049
22,249.804880952381,267.8094940476191,173.01339285714286
23,235.95941468253972,262.4479365079365,156.32825396825396
24,254.92457875457876,272.59190476190474,184.08190476190478
25,233.5060975609756,262.23536585365855,152.01433797909408
26,247.71918367346942,268.12443877551027,172.68375
27,241.0859943977591,263.87865546218484,169.29261437908497
28,249.84025510204077,266.75376275510195,177.91883928571426
29,244.62577142857143,270.9302476190476,178.18678095238096
30,249.91157142857145,276.766125,186.60041071428572
31,251.65623063683302,279.7402409638554,188.5567641996558
32,246.94383275261322,267.5855400696863,177.05801393728223
33,241.500609645132,262.5999454049137,158.2709736123749
34,245.90897384305836,274.54901408450706,181.59702213279672
35,247.09168831168833,270.5044415584416,179.75519480519483
36,232.8667250673855,257.9213746630728,153.04999999999998
37,243.20734406438626,263.4490140845071,170.4953722334004
38,246.41223809523808,266.4178333333333,173.52330952380956
39,244.34369924812032,268.24960902255634,175.0185413533834
40,250.27227106227105,280.2178754578754,187.38315018315015
41,248.71924369747893,272.011743697479,183.37186974789915
42,250.01799475753603,272.041494102228,184.7005635648755
43,235.67270223752152,260.4075903614458,164.02702237521513
44,248.9203125,284.48395089285714,190.74491071428574
45,243.83060515873018,266.3797321428571,166.72016865079368
46,249.19956043956046,287.85458791208794,189.83722527472523
47,254.73712522045858,269.19640211640206,181.2499647266314
48,233.7133258928571,259.87274553571433,157.81265625
49,248.4775446428571,284.1761383928572,189.83375000000004
50,245.13920238095238,270.19992857142853,167.71980952380954
51,251.25302857142856,289.92525714285716,190.21051428571428
52,241.72214285714284,267.78619047619054,161.16333333333336
53,237.25198901098898,263.10691208791206,156.75074725274723
54,235.1075850340136,260.88628401360546,162.20678571428573
55,248.59828571428574,285.7803157894737,192.59180451127818
56,247.7618392857143,273.2777321428571,182.97205357142855
57,249.8639935064936,280.42248376623377,189.940487012987
58,255.44900269541773,273.06482479784364,185.33649595687334
59,235.88547864506634,259.91503681885126,150.10220913107509
60,249.18613445378148,287.78801120448185,191.98053221288518
61,233.64088365243006,255.9319734904271,152.88768777614138
62,233.6545527369826,259.6411615487317,158.82008010680903
63,233.76016483516483,258.0542857142857,155.72414835164835
64,240.1227490996399,264.44418967587035,160.40247298919564
65,234.74391705069127,261.40341013824883,156.9629262672811
66,248.9348496240602,266.0951127819549,158.72693609022556
67,248.76857142857136,278.37497252747255,184.08502747252746
68,233.53404551201015,261.1694058154235,153.58176991150444
69,235.30783993115313,260.8165834767642,161.04931153184165
70,243.00785714285718,264.35226890756303,170.8673949579832
71,245.82019704433495,264.22420361247947,174.09282430213466
72,253.72601731601728,269.37641774891773,182.43706709956712
73,253.91414906832304,276.02980124223603,187.01891925465839
74,250.38299539170507,277.50270353302614,188.47657450076807
75,237.73283292978203,263.1840677966102,159.34595641646487
76,243.47150974025976,265.6514610389611,169.43162337662338
77,252.1056766917293,292.1795488721804,191.42436090225564
